product_ctgr_name	/Arts & Entertainment	/Computers & Electronics	/Finance	/Games	/Home & Garden	/Business & Industrial	/Internet & Telecom	/People & Society	/News	/Shopping	/Law & Government	/Sports	/Books & Literature	/Arts & Entertainment/Performing Arts	/Arts & Entertainment/Visual Art & Design	/Business & Industrial/Advertising & Marketing	/Business & Industrial/Business Services/Office Services	/Real Estate	/Computers & Electronics/Computer Hardware	/Computers & Electronics/Programming	/Computers & Electronics/Software	/Arts & Entertainment/Offbeat	/Arts & Entertainment/Movies	/Arts & Entertainment/Music & Audio	/Arts & Entertainment/TV & Video	/Finance/Banking	/Finance/Insurance	/Games/Card Games	/Games/Computer & Video Games	/Arts & Entertainment/Music & Audio/Jazz & Blues/Jazz
Portal site	0.47804760946511693	0.24476074900694453	0.46921385493117984	0.48311888101820066	0.23627220569321025	0.4881659955604658	0.13253419604482689	0.5341012610012836	0.7272440256543307	0.3008740254880034	0.5201458050905934	0.3324943621518318	0.6172892786536107	0.4767856445316975	0.4214941018104812	0.5092318157707191	0.44713525831746886	0.9386064460634994	0.21670411076641516	0.3345419913766387	0.3982945720104974	0.49408625815252977	0.48089236367102856	0.5111071997807258	0.4530618479061358	0.4692138549311798	0.6325770336925334	0.48196012884428224	0.43204213844436007	0.5882132356107147
Skill up	0.47811876668359293	0.2237168326168643	0.475027354022772	0.4748989859377119	0.20042829431763567	0.5053507790296292	0.07791483149172296	0.5667367742003553	0.7438006403756883	0.2764710927572474	0.5376247925280165	0.32475468986632966	0.6294200853838247	0.4776771363034756	0.4153599256306817	0.5242110557054642	0.452602422410819	0.8255071554015703	0.18726633233557893	0.3242410411792275	0.3904597125923348	0.4915176272001414	0.48096251161494047	0.5021023693076768	0.44398489087401977	0.47502735402277185	0.6188647267146775	0.47490968327813365	0.4210742387975303	0.5663456092747999
Marriage	0.4506447088947514	0.20350497067488763	0.46304802256130967	0.480907577229956	0.19478099213065483	0.4860203142331714	0.07373344473167674	0.5416994238584053	0.6813434571130135	0.2683907336464932	0.5104703244592224	0.2855675060629884	0.562317861440279	0.4524166108471169	0.3974288658183392	0.5003084026239553	0.438633834571494	0.7664937380407888	0.171062089189085	0.30732219142945644	0.34711440760406403	0.4733870515996409	0.4573944522281243	0.46839376052673837	0.40735945675879315	0.46304802256130967	0.5905702719908814	0.47941928100756886	0.4214641615395842	0.5293647183934793
PC	0.4557209880734691	0.2712843956369912	0.4152313633663973	0.4582580491757058	0.2263087830339571	0.41523136336639743	0.16333458958981031	0.4152313633663973	0.7121320765778076	0.2892829764781038	0.4797505750570509	0.3728178433674739	0.7147144763191576	0.4499367559724588	0.3951655326501862	0.4505766863677557	0.38599278678072885	0.8622719263495586	0.24429694412519595	0.32886318272875353	0.5017874076102886	0.4499367559724588	0.46167023922769057	0.5179443492988024	0.4585874061800976	0.4152313633663972	0.6080233452964557	0.45467249202493015	0.41819226627455275	0.6046761006502415
Diet	0.4574064601638338	0.26829025514150506	0.4298872434292341	0.4763820425967495	0.2703872676399929	0.4744805154981423	0.18749176099764045	0.5469445826101179	0.6743937131327484	0.3086895022134374	0.5034190826528127	0.3495913653024937	0.6165845399513804	0.45347514348746243	0.4052968077018811	0.4876622599620458	0.42885214292050594	0.9452987160451144	0.2480906316055389	0.3329290504565967	0.41056719792323493	0.45347514348746243	0.46313801205059446	0.49727106835181234	0.4528827360466158	0.4298872434292343	0.5837076193384128	0.4725074759994565	0.43179094528491146	0.5888426389096748
Software	0.47261182586062345	0.24819782605114799	0.46846853453482196	0.47731952861654864	0.2407338284412479	0.48790662748793584	0.1380624718093111	0.5350197202477489	0.706469927680619	0.30326550317206646	0.5166693206492168	0.33041732878886143	0.5996376582004691	0.4720199270997947	0.41954912088126706	0.5063405807675607	0.4476871210501157	0.981992053038556	0.22066398749068883	0.3363061094446176	0.3920819558421465	0.4897641461980842	0.47623194672987784	0.5076753853593661	0.44521155100199616	0.468468534534822	0.6339683450135021	0.4765819457764048	0.4282220209239628	0.5871914896514393
stocks	0.45752875114283714	0.271194777037118	0.4469857701692107	0.4761061339698896	0.23293671837828317	0.44698577016921065	0.15367172102667825	0.4558904977681685	0.675176495318118	0.30032874559794437	0.48744491744610985	0.35571164089499974	0.6138861330236332	0.4560226110037477	0.4067265230581871	0.4724551940966599	0.4166256002911476	0.925582137598242	0.24181401303450809	0.34151117428995503	0.43344159593405773	0.46619944254541373	0.4632697624260967	0.5015590144560836	0.4375730072949148	0.44698577016921065	0.6127999048803082	0.4736794369864996	0.43219655748429564	0.5864878254588473
Home games	0.45642817741239955	0.2160137150316267	0.46921385493117984	0.47439323694077057	0.19950173446241076	0.4692138549311799	0.08941364508185012	0.49192091030852225	0.6873968303769163	0.279313750006515	0.49676714081632967	0.29548318426536974	0.5548997568208595	0.45825470277222535	0.40488197148415356	0.49086286526951195	0.4330923563886849	0.8447279278370354	0.18436369754418255	0.317293770991448	0.355085286190677	0.48420562320347377	0.46236142191155644	0.4789053134357006	0.41376454536869123	0.4692138549311798	0.612589965041387	0.47396162177330464	0.4190261965316682	0.5458139606144253
Anti aging	0.4716793807715687	0.2575728153829349	0.47890302008383323	0.5091002812185406	0.24254130021484663	0.5041725409228811	0.14690771303248581	0.5452355122863339	0.6520951027904891	0.3129053665581595	0.5258193072410323	0.33042762622274324	0.5765602849706549	0.47271132924474923	0.4244928316241191	0.5157658171359182	0.4539867297530399	0.9795884506249737	0.22990653979532266	0.34610489726329413	0.38506873435259953	0.47271132924474923	0.47544914200430327	0.5036136816118584	0.43690112784091406	0.47890302008383323	0.61045950370365	0.5065838427906483	0.45520153853948225	0.5697798854097469
Government agencies/municipalities/public organizations	0.9638758397440598	0.3791748888510477	1.536673827941299	0.9264152962910974	0.4061195900887089	1.5202799784862273	-0.006476728976603678	1.6039891048429042	0.7274316608801948	0.7223281031739082	1.3680194099956369	0.4946955146459781	0.6282086704167186	0.9905333089958157	0.95939025396097	1.4624074410632208	1.3431883757154948	0.44983552462587323	0.2827619843941349	0.8352929320711062	0.3968400477947542	0.9192758650476107	1.0385505228068002	0.8488660456793555	0.6057723546169359	1.6139129686282883	1.0268947583240933	0.9758365213419388	0.8355060570107185	0.6695755820538783
