product_ctgr_name	/Arts & Entertainment	/Computers & Electronics	/Finance	/Games	/Home & Garden	/Business & Industrial	/Internet & Telecom	/People & Society	/News	/Shopping
Portal site	0.05718954248366013	0.07692307692307693	0.05263157894736842	0.058823529411764705	0.07179487179487179	0.05555555555555555	0.1125	0.06274509803921569	0.0625	0.08055555555555555
Skill up	0.11805555555555555	0.09090909090909091	0.10555555555555556	0.1111111111111111	0.07142857142857142	0.1111111111111111	0.07179487179487179	0.125	0.1111111111111111	0.10101010101010101
Marriage	0.08333333333333333	0.06666666666666667	0.07692307692307693	0.07692307692307693	0.07142857142857142	0.08333333333333333	0.06458333333333333	0.1	0.09090909090909091	0.07417582417582418
PC	0.05718954248366013	0.07692307692307693	0.05263157894736842	0.058823529411764705	0.07179487179487179	0.05555555555555555	0.1125	0.06274509803921569	0.0625	0.08055555555555555
Diet	0.07692307692307693	0.0625	0.07142857142857142	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.06904761904761905	0.09090909090909091	0.08333333333333333	0.10101010101010101
Software	0.07692307692307693	0.0625	0.07142857142857142	0.07142857142857142	0.06904761904761905	0.07692307692307693	0.06274509803921569	0.09166666666666667	0.1111111111111111	0.06904761904761905
stocks	0.07142857142857142	0.07142857142857142	0.0625	0.06666666666666667	0.07692307692307693	0.06666666666666667	0.08012820512820512	0.07692307692307693	0.07142857142857142	0.1
Home games	0.1	0.07142857142857142	0.1	0.08333333333333333	0.06904761904761905	0.09090909090909091	0.06274509803921569	0.09166666666666667	0.09090909090909091	0.08116883116883117
Anti aging	0.08712121212121213	0.09090909090909091	0.08333333333333333	0.09090909090909091	0.09090909090909091	0.08333333333333333	0.09545454545454546	0.1	0.1	0.1111111111111111
Government agencies/municipalities/public organizations	0.09090909090909091	0.07142857142857142	0.08333333333333333	0.08333333333333333	0.07692307692307693	0.09090909090909091	0.06904761904761905	0.1111111111111111	0.1	0.08333333333333333
News/Publications	0.09090909090909091	0.07142857142857142	0.08333333333333333	0.08333333333333333	0.07692307692307693	0.09090909090909091	0.06666666666666667	0.1	0.1	0.08012820512820512
Hosting service	0.08333333333333333	0.06666666666666667	0.07692307692307693	0.07692307692307693	0.07142857142857142	0.08333333333333333	0.0625	0.08333333333333333	0.08333333333333333	0.1
Pharmaceuticals	0.07417582417582418	0.07692307692307693	0.06666666666666667	0.07692307692307693	0.07692307692307693	0.07142857142857142	0.07738095238095238	0.08391608391608392	0.08333333333333333	0.07670454545454546
Vehicle trading	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.08333333333333333	0.1	0.08333333333333333	0.12698412698412698	0.09090909090909091	0.09090909090909091	0.14285714285714285
Other vehicles	0.08333333333333333	0.1	0.06666666666666667	0.08333333333333333	0.1	0.07692307692307693	0.14285714285714285	0.09090909090909091	0.08012820512820512	0.09401709401709402
Hair Care	0.09090909090909091	0.06666666666666667	0.1	0.07692307692307693	0.06458333333333333	0.09090909090909091	0.059027777777777776	0.08391608391608392	0.08333333333333333	0.08333333333333334
Legal affairs/accounting/auditing	0.08333333333333333	0.06666666666666667	0.08333333333333333	0.07692307692307693	0.07142857142857142	0.08333333333333333	0.0625	0.09090909090909091	0.09090909090909091	0.11805555555555555
Arts and Design	0.1	0.07692307692307693	0.1	0.09090909090909091	0.08333333333333333	0.09545454545454546	0.06904761904761905	0.1	0.09090909090909091	0.1111111111111111
Hardware	0.07692307692307693	0.1	0.06666666666666667	0.07692307692307693	0.1	0.07142857142857142	0.15476190476190477	0.08333333333333333	0.07692307692307693	0.09583333333333333
Entertainment	0.1	0.07142857142857142	0.1111111111111111	0.08333333333333333	0.06904761904761905	0.1	0.06274509803921569	0.09166666666666667	0.09090909090909091	0.09126984126984126
sightseeing/spot/name/trace	0.08333333333333333	0.07142857142857142	0.09090909090909091	0.07692307692307693	0.08333333333333333	0.08333333333333333	0.06904761904761905	0.1	0.09090909090909091	0.125
Hotels	0.06904761904761905	0.1	0.0625	0.07142857142857142	0.09166666666666667	0.06666666666666667	0.12698412698412698	0.07738095238095238	0.07692307692307693	0.11274509803921567
food	0.10101010101010101	0.09090909090909091	0.08333333333333333	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.08333333333333333	0.10555555555555556	0.1	0.08712121212121213
Consumer finance	0.09090909090909091	0.06904761904761905	0.125	0.07692307692307693	0.07692307692307693	0.08333333333333333	0.06066176470588235	0.08333333333333333	0.08333333333333333	0.10555555555555556
Cruise	0.07142857142857142	0.05555555555555555	0.125	0.08333333333333333	0.0787878787878788	0.07142857142857142	0.05012531328320802	0.09401709401709402	0.06666666666666667	0.14285714285714285
Maternity	0.09090909090909091	0.07692307692307693	0.08333333333333333	0.08333333333333333	0.08012820512820512	0.09090909090909091	0.07142857142857142	0.125	0.1111111111111111	0.08012820512820512
Skin Care	0.09090909090909091	0.06666666666666667	0.1	0.07692307692307693	0.06458333333333333	0.09090909090909091	0.059027777777777776	0.08391608391608392	0.08333333333333333	0.08333333333333334
Construction and construction	0.08333333333333333	0.06666666666666667	0.07692307692307693	0.07692307692307693	0.07142857142857142	0.08333333333333333	0.06066176470588235	0.08333333333333333	0.08333333333333333	0.07142857142857142
Furniture/Interior	0.06666666666666667	0.06971153846153846	0.06066176470588235	0.06666666666666667	0.08333333333333333	0.06666666666666667	0.08712121212121213	0.08333333333333333	0.07142857142857142	0.06274509803921569
Antique items	0.09090909090909091	0.07692307692307693	0.08333333333333333	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.08012820512820512	0.1	0.1	0.09090909090909091
Food Stores/Izakaya/Renting/Nightclub	0.08333333333333333	0.08333333333333333	0.07692307692307693	0.07692307692307693	0.09090909090909091	0.07142857142857142	0.09090909090909091	0.09090909090909091	0.08333333333333333	0.1111111111111111
drugs	0.08712121212121213	0.09090909090909091	0.125	0.09090909090909091	0.1	0.08333333333333333	0.09166666666666667	0.125	0.1	0.15476190476190477
Gardening	0.06666666666666667	0.05263157894736842	0.09090909090909091	0.06512605042016806	0.058823529411764705	0.0625	0.04772727272727273	0.06904761904761905	0.0625	0.09166666666666667
Domain	0.1	0.08333333333333333	0.08333333333333333	0.09090909090909091	0.09090909090909091	0.1	0.07692307692307693	0.11805555555555555	0.1111111111111111	0.08333333333333333
Real Estate/Used/Others	0.09090909090909091	0.07142857142857142	0.16666666666666666	0.1	0.1111111111111111	0.09090909090909091	0.07179487179487179	0.14285714285714285	0.1111111111111111	0.18333333333333335
