product_ctgr_name	/Arts & Entertainment	/Computers & Electronics	/Finance	/Games	/Home & Garden	/Business & Industrial	/Internet & Telecom	/People & Society	/News	/Shopping	/Law & Government	/Sports	/Books & Literature	/Arts & Entertainment/Performing Arts	/Arts & Entertainment/Visual Art & Design	/Business & Industrial/Advertising & Marketing	/Business & Industrial/Business Services/Office Services	/Real Estate	/Computers & Electronics/Computer Hardware	/Computers & Electronics/Programming	/Computers & Electronics/Software	/Arts & Entertainment/Offbeat	/Arts & Entertainment/Movies	/Arts & Entertainment/Music & Audio	/Arts & Entertainment/TV & Video	/Finance/Banking	/Finance/Insurance	/Games/Card Games	/Games/Computer & Video Games	/Arts & Entertainment/Music & Audio/Jazz & Blues/Jazz
Portal site	0.11432304729152847	0.06770480089934337	1e-300	0.10801483637137323	0.13965818063650987	0.13412176378314464	0.0648188024247469	0.17257935641188002	0.10065345366750736	1e-300	0.12703074444471407	0.08366608991381214	0.10314190285042453	0.11432304729152847	0.11432304729152847	0.13412176378314464	0.14817288849011873	0.12402601346106999	0.07137066819017447	0.06770480089934337	0.14824333242616894	0.11432304729152847	0.11432304729152847	0.14392264628578907	0.11432304729152847	1e-300	1e-300	0.10801483637137323	0.10801483637137323	0.14392264628578907
Skill up	0.10930222233068948	0.06568953304125637	1e-300	0.10297482393040054	0.13965818063650987	0.13412176378314464	0.06296933267612825	0.17257935641188002	0.09674097971489022	1e-300	0.12703074444471407	0.08094494602186184	0.09903752609357899	0.10930222233068948	0.10930222233068948	0.13412176378314464	0.14817288849011873	0.11742672846236402	0.0691348627622471	0.06568953304125637	0.13990968279052704	0.10930222233068948	0.10930222233068948	0.13605480968904432	0.10930222233068948	1e-300	1e-300	0.10297482393040054	0.10297482393040054	0.13605480968904432
Marriage	0.11432304729152847	0.06770480089934337	1e-300	0.10801483637137323	0.13965818063650987	0.13412176378314464	0.0648188024247469	0.17257935641188002	0.10065345366750736	1e-300	0.12703074444471407	0.08366608991381214	0.10314190285042453	0.11432304729152847	0.11432304729152847	0.13412176378314464	0.14817288849011873	0.12402601346106999	0.07137066819017447	0.06770480089934337	0.14824333242616894	0.11432304729152847	0.11432304729152847	0.14392264628578907	0.11432304729152847	1e-300	1e-300	0.10801483637137323	0.10801483637137323	0.14392264628578907
PC	0.08767628448790118	0.057208979563483545	1e-300	0.08355782865225118	0.07363704381875101	0.0758880299418878	0.05513471124213648	0.08187180108708636	0.07940585964283028	1e-300	0.12144328417425233	0.06844287886130333	0.1254112194250225	0.08767628448790118	0.08767628448790118	0.0758880299418878	0.07915153482194612	0.09282812905460346	0.059804569493665936	0.057208979563483545	0.32152804550940906	0.08767628448790118	0.08767628448790118	0.10409480826998613	0.08767628448790118	1e-300	1e-300	0.08355782865225118	0.08355782865225118	0.10409480826998613
Diet	0.11432304729152847	0.06770480089934337	1e-300	0.10801483637137323	0.13965818063650987	0.13412176378314464	0.0648188024247469	0.17257935641188002	0.10065345366750736	1e-300	0.12703074444471407	0.08366608991381214	0.10314190285042453	0.11432304729152847	0.11432304729152847	0.13412176378314464	0.14817288849011873	0.12402601346106999	0.07137066819017447	0.06770480089934337	0.14824333242616894	0.11432304729152847	0.11432304729152847	0.14392264628578907	0.11432304729152847	1e-300	1e-300	0.10801483637137323	0.10801483637137323	0.14392264628578907
Software	0.11432304729152847	0.06770480089934337	1e-300	0.10801483637137323	0.08884364365733947	0.09214113065997728	0.0648188024247469	0.1011140189675129	0.10065345366750736	1e-300	0.100442865369329	0.08366608991381214	0.10314190285042453	0.11432304729152847	0.11432304729152847	0.09214113065997728	0.0969969587356491	0.12402601346106999	0.07137066819017447	0.06770480089934337	0.14824333242616894	0.11432304729152847	0.11432304729152847	0.14392264628578907	0.11432304729152847	1e-300	1e-300	0.10801483637137323	0.10801483637137323	0.14392264628578907
stocks	0.10854776626310181	0.06541627931906369	1e-300	0.1023049213408806	0.0849441386180137	0.08795361044548276	0.06271819796998421	0.09609342880912024	0.09614949765925539	1e-300	0.12144328417425233	0.08053043711505803	0.1254112194250225	0.10854776626310181	0.10854776626310181	0.08795361044548276	0.0923675325129953	0.11655639209720937	0.06883225977878106	0.06541627931906369	0.32152804550940906	0.10854776626310181	0.10854776626310181	0.1348878101725829	0.10854776626310181	1e-300	1e-300	0.1023049213408806	0.1023049213408806	0.1348878101725829
Home games	0.11432304729152847	0.06770480089934337	1e-300	0.10801483637137323	0.08884364365733947	0.09214113065997728	0.0648188024247469	0.1011140189675129	0.10065345366750736	1e-300	0.100442865369329	0.08366608991381214	0.10314190285042453	0.11432304729152847	0.11432304729152847	0.09214113065997728	0.0969969587356491	0.12402601346106999	0.07137066819017447	0.06770480089934337	0.14824333242616894	0.11432304729152847	0.11432304729152847	0.14392264628578907	0.11432304729152847	1e-300	1e-300	0.10801483637137323	0.10801483637137323	0.14392264628578907
Anti aging	0.10930222233068948	0.06568953304125637	1e-300	0.10297482393040054	0.13965818063650987	0.13412176378314464	0.06296933267612825	0.17257935641188002	0.09674097971489022	1e-300	0.12703074444471407	0.08094494602186184	0.09903752609357899	0.10930222233068948	0.10930222233068948	0.13412176378314464	0.14817288849011873	0.11742672846236402	0.0691348627622471	0.06568953304125637	0.13990968279052704	0.10930222233068948	0.10930222233068948	0.13605480968904432	0.10930222233068948	1e-300	1e-300	0.10297482393040054	0.10297482393040054	0.13605480968904432
Government agencies/municipalities/public organizations	0.09738047134851274	0.07145158474740214	1e-300	0.09380051732293043	0.2569364252088968	0.23880110782424954	0.06824488991307645	0.21925661528186652	0.07957251911351883	1e-300	0.4349297037329716	0.0771770154864562	0.08747607221078121	0.09738047134851274	1e+300	0.23880110782424954	1e+300	0.10218882426685659	0.07554668749624012	0.07145158474740214	0.10663550284820424	0.09738047134851274	0.09738047134851274	0.10438140190058433	0.09738047134851274	1e-300	1e-300	0.09380051732293043	0.09380051732293043	0.10438140190058433
News/Publications	0.18835941258597155	0.0715527094144719	1e-300	0.07839760454053338	0.08974885403298571	0.25624285633950233	0.06833713559897349	0.06625472884415386	1e+300	1e-300	0.07069591084888739	0.09252687354946358	3.4208097169249405	0.18835941258597155	0.18835941258597155	0.25624285633950233	0.25624285633950233	0.06341279295220505	0.0715527094144719	0.0715527094144719	0.08404928702742102	0.18835941258597155	0.18835941258597155	0.18835941258597155	0.18835941258597155	1e-300	1e-300	0.07839760454053338	0.07839760454053338	0.18835941258597155
