product_ctgr_name	/Arts & Entertainment	/Computers & Electronics	/Finance	/Games	/Home & Garden	/Business & Industrial	/Internet & Telecom	/People & Society	/News	/Shopping
Portal site	0.10526315789473684	0.09090909090909091	0.09090909090909091	0.09523809523809523	0.1111111111111111	0.09090909090909091	0.5714285714285714	0.1	0.10526315789473684	0.09523809523809523
Skill up	0.15384615384615385	0.13333333333333333	0.2222222222222222	0.13333333333333333	0.0	0.0	0.125	0.2222222222222222	0.3076923076923077	0.15384615384615385
Marriage	0.11764705882352941	0.10526315789473684	0.21052631578947367	0.10526315789473684	0.09523809523809523	0.21052631578947367	0.1	0.21052631578947367	0.23529411764705882	0.11764705882352941
PC	0.10526315789473684	0.09090909090909091	0.09090909090909091	0.09523809523809523	0.1111111111111111	0.09090909090909091	0.5714285714285714	0.1	0.10526315789473684	0.09523809523809523
Diet	0.1111111111111111	0.1	0.1111111111111111	0.1	0.09090909090909091	0.1111111111111111	0.09523809523809523	0.125	0.13333333333333333	0.1111111111111111
Software	0.13333333333333333	0.11764705882352941	0.21052631578947367	0.11764705882352941	0.10526315789473684	0.21052631578947367	0.1111111111111111	0.23529411764705882	0.25	0.13333333333333333
stocks	0.1	0.08695652173913043	0.08695652173913043	0.09090909090909091	0.08695652173913043	0.08695652173913043	0.09090909090909091	0.09523809523809523	0.1	0.09090909090909091
Home games	0.13333333333333333	0.11764705882352941	0.3157894736842105	0.11764705882352941	0.10526315789473684	0.26666666666666666	0.1111111111111111	0.23529411764705882	0.26666666666666666	0.13333333333333333
Anti aging	0.15384615384615385	0.125	0.125	0.13333333333333333	0.0	0.0	0.26666666666666666	0.14285714285714285	0.15384615384615385	0.13333333333333333
Government agencies/municipalities/public organizations	0.11764705882352941	0.10526315789473684	0.10526315789473684	0.10526315789473684	0.0	0.0	0.1	0.11764705882352941	0.125	0.1111111111111111
News/Publications	0.11764705882352941	0.1	0.1	0.10526315789473684	0.09523809523809523	0.1	0.1	0.1111111111111111	0.11764705882352941	0.10526315789473684
Hosting service	0.10526315789473684	0.09523809523809523	0.1	0.09523809523809523	0.08695652173913043	0.1	0.09090909090909091	0.1111111111111111	0.11764705882352941	0.10526315789473684
Pharmaceuticals	0.13333333333333333	0.1111111111111111	0.1111111111111111	0.11764705882352941	0.14285714285714285	0.1111111111111111	0.23529411764705882	0.125	0.13333333333333333	0.11764705882352941
Vehicle trading	0.125	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.11764705882352941	0.125	0.1111111111111111
Other vehicles	0.125	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.0	0.0	0.26666666666666666	0.11764705882352941	0.125	0.1111111111111111
Hair Care	0.125	0.1111111111111111	0.3	0.1111111111111111	0.1	0.25	0.10526315789473684	0.2222222222222222	0.25	0.125
Legal affairs/accounting/auditing	0.1111111111111111	0.1	0.18181818181818182	0.1	0.0	0.0	0.09523809523809523	0.18181818181818182	0.21052631578947367	0.1111111111111111
Arts and Design	0.1111111111111111	0.09523809523809523	0.09523809523809523	0.1	0.1	0.09523809523809523	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.1
Hardware	0.125	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.13333333333333333	0.10526315789473684	0.375	0.11764705882352941	0.125	0.1111111111111111
Entertainment	0.13333333333333333	0.11764705882352941	0.3157894736842105	0.11764705882352941	0.10526315789473684	0.26666666666666666	0.1111111111111111	0.23529411764705882	0.26666666666666666	0.13333333333333333
sightseeing/spot/name/trace	0.1111111111111111	0.09523809523809523	0.09523809523809523	0.1	0.09523809523809523	0.09523809523809523	0.1	0.10526315789473684	0.1111111111111111	0.1
Hotels	0.125	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.13333333333333333	0.10526315789473684	0.5555555555555556	0.11764705882352941	0.125	0.1111111111111111
food	0.15384615384615385	0.125	0.125	0.13333333333333333	0.11764705882352941	0.125	0.125	0.14285714285714285	0.15384615384615385	0.13333333333333333
Consumer finance	0.1111111111111111	0.1	0.11764705882352941	0.1	0.09090909090909091	0.11764705882352941	0.09523809523809523	0.13333333333333333	0.14285714285714285	0.1111111111111111
Cruise	0.10526315789473684	0.09523809523809523	0.2	0.09523809523809523	0.08695652173913043	0.21052631578947367	0.09090909090909091	0.19047619047619047	0.21052631578947367	0.10526315789473684
Maternity	0.14285714285714285	0.125	0.2222222222222222	0.125	0.1111111111111111	0.2222222222222222	0.11764705882352941	0.25	0.26666666666666666	0.14285714285714285
Skin Care	0.125	0.1111111111111111	0.3	0.1111111111111111	0.1	0.25	0.10526315789473684	0.2222222222222222	0.25	0.125
Construction and construction	0.11764705882352941	0.10526315789473684	0.11764705882352941	0.10526315789473684	0.09523809523809523	0.11764705882352941	0.1	0.13333333333333333	0.14285714285714285	0.11764705882352941
Furniture/Interior	0.1	0.09090909090909091	0.1	0.09090909090909091	0.0	0.0	0.08695652173913043	0.1111111111111111	0.11764705882352941	0.1
Antique items	0.125	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.1111111111111111	0.10526315789473684	0.11764705882352941	0.11764705882352941	0.125	0.1111111111111111
Food Stores/Izakaya/Renting/Nightclub	0.10526315789473684	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.08695652173913043	0.09523809523809523	0.09090909090909091	0.10526315789473684	0.1111111111111111	0.1
drugs	0.15384615384615385	0.125	0.125	0.13333333333333333	0.16666666666666666	0.125	0.26666666666666666	0.14285714285714285	0.15384615384615385	0.13333333333333333
Gardening	0.1	0.09090909090909091	0.16666666666666666	0.09090909090909091	0.08333333333333333	0.2	0.08695652173913043	0.16666666666666666	0.2	0.1
Domain	0.14285714285714285	0.11764705882352941	0.11764705882352941	0.125	0.1111111111111111	0.11764705882352941	0.11764705882352941	0.13333333333333333	0.14285714285714285	0.125
Real Estate/Used/Others	0.15384615384615385	0.13333333333333333	0.2222222222222222	0.13333333333333333	0.0	0.0	0.125	0.2222222222222222	0.2857142857142857	0.15384615384615385
Resort	0.11764705882352941	0.1	0.1	0.10526315789473684	0.10526315789473684	0.1	0.1111111111111111	0.1111111111111111	0.11764705882352941	0.10526315789473684
Religion	0.14285714285714285	0.125	0.2222222222222222	0.125	0.1111111111111111	0.2222222222222222	0.11764705882352941	0.25	0.26666666666666666	0.14285714285714285
Cosmetic surgery	0.1111111111111111	0.1	0.2727272727272727	0.1	0.09090909090909091	0.2222222222222222	0.09523809523809523	0.2	0.2222222222222222	0.1111111111111111
movies	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.26666666666666666	0.2857142857142857	0.2857142857142857	0.5555555555555556	0.25	0.2857142857142857	0.47058823529411764
sports	0.13333333333333333	0.1111111111111111	0.1111111111111111	0.11764705882352941	0.10526315789473684	0.1111111111111111	0.1111111111111111	0.125	0.13333333333333333	0.11764705882352941
Network equipment	0.125	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.125	0.10526315789473684	0.13333333333333333	0.11764705882352941	0.125	0.1111111111111111
travel	0.125	0.1111111111111111	0.25	0.1111111111111111	0.1	0.25	0.10526315789473684	0.2222222222222222	0.25	0.125
comparison site	0.1111111111111111	0.09523809523809523	0.09523809523809523	0.1	0.09523809523809523	0.09523809523809523	0.1	0.10526315789473684	0.1111111111111111	0.1
encounter	0.11764705882352941	0.10526315789473684	0.2222222222222222	0.10526315789473684	0.09523809523809523	0.23529411764705882	0.1	0.21052631578947367	0.23529411764705882	0.11764705882352941
Home appliances	0.1111111111111111	0.09523809523809523	0.09523809523809523	0.1	0.11764705882352941	0.09523809523809523	0.5	0.10526315789473684	0.1111111111111111	0.1
Toy store	0.10526315789473684	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.08695652173913043	0.09523809523809523	0.09090909090909091	0.10526315789473684	0.1111111111111111	0.1
funeral service	0.10526315789473684	0.09523809523809523	0.1	0.09523809523809523	0.08695652173913043	0.1	0.09090909090909091	0.1111111111111111	0.11764705882352941	0.10526315789473684
games	0.11764705882352941	0.1	0.1	0.10526315789473684	0.09523809523809523	0.1	0.1	0.1111111111111111	0.11764705882352941	0.10526315789473684
finance	0.1111111111111111	0.1	0.2222222222222222	0.1	0.09090909090909091	0.2222222222222222	0.09523809523809523	0.2	0.2222222222222222	0.1111111111111111
Sports equipment	0.125	0.10526315789473684	0.10526315789473684	0.1111111111111111	0.13333333333333333	0.10526315789473684	0.6666666666666666	0.11764705882352941	0.125	0.1111111111111111
Internet Service Provider	0.10526315789473684	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.08695652173913043	0.09523809523809523	0.09090909090909091	0.10526315789473684	0.1111111111111111	0.1
Seasoning/Preserved food/Food accessories	0.11764705882352941	0.1	0.1	0.10526315789473684	0.0	0.0	0.10526315789473684	0.1111111111111111	0.11764705882352941	0.10526315789473684
offices	0.11764705882352941	0.1	0.1	0.10526315789473684	0.09523809523809523	0.1	0.1	0.1111111111111111	0.11764705882352941	0.10526315789473684
Hiring jobs	0.1	0.09090909090909091	0.10526315789473684	0.09090909090909091	0.08333333333333333	0.10526315789473684	0.08695652173913043	0.11764705882352941	0.125	0.1
Real estate/sale	0.125	0.1111111111111111	0.2	0.1111111111111111	0.1	0.2	0.10526315789473684	0.2222222222222222	0.23529411764705882	0.125
School/educational institution/education service	0.1	0.09090909090909091	0.1	0.09090909090909091	0.08333333333333333	0.1	0.08695652173913043	0.1111111111111111	0.11764705882352941	0.1
Renovation	0.11764705882352941	0.10526315789473684	0.2222222222222222	0.10526315789473684	0.09523809523809523	0.2222222222222222	0.1	0.21052631578947367	0.23529411764705882	0.11764705882352941
Photos/videos	0.1111111111111111	0.09523809523809523	0.09523809523809523	0.1	0.11764705882352941	0.09523809523809523	0.13333333333333333	0.10526315789473684	0.1111111111111111	0.1
shoes	0.1111111111111111	0.09523809523809523	0.09523809523809523	0.1	0.1111111111111111	0.09523809523809523	0.11764705882352941	0.10526315789473684	0.1111111111111111	0.1
Insurance	0.125	0.1111111111111111	0.2	0.1111111111111111	0.1	0.2	0.10526315789473684	0.2222222222222222	0.23529411764705882	0.125
investment	0.11764705882352941	0.1	0.1	0.10526315789473684	0.09523809523809523	0.1	0.1	0.1111111111111111	0.11764705882352941	0.10526315789473684
Detective	0.11764705882352941	0.1	0.1	0.10526315789473684	0.125	0.1	0.36363636363636365	0.1111111111111111	0.11764705882352941	0.10526315789473684
